core,400_perlbench,401_bzip2,403_gcc,410_bwaves,416_gamess,429_mcf,433_milc,434_zeusmp,435_gromacs,436_cactusADM,437_leslie3d,444_namd,445_gobmk,447_dealII,450_soplex,454_calculix,456_hmmer,458_sjeng,459_GemsFDTD,462_libquantum,464_h264ref,465_tonto,470_lbm,471_omnetpp,473_astar,483_xalancbmk
334,1.29379521195e-10,1.12156630148e-10,1.36686419967e-10,1.50062756439e-10,1.2002291161e-10,4.77544707638e-10,1.74818156595e-10,1.24402459343e-10,1.506951706e-10,1.51718404674e-10,1.94867354586e-10,9.9766971358e-11,1.35979787326e-10,1.13674934562e-10,2.15209523522e-10,1.04473267205e-10,1.12806235763e-10,1.32101651537e-10,2.12965168606e-10,2.10656813779e-10,1.26075604565e-10,1.25924732071e-10,2.05754909235e-10,1.00874128102e-10,1.63820081289e-10,1.41953906438e-10
335,1.22069134087e-10,1.07143848696e-10,1.29865570474e-10,1.41804608954e-10,1.15082864729e-10,4.39933027753e-10,1.63672983532e-10,1.18721684811e-10,1.43090996638e-10,1.44985030504e-10,1.8299464807e-10,9.60444563978e-11,1.28776703017e-10,1.09016289739e-10,1.98497073364e-10,1.00381650758e-10,1.07741802427e-10,1.25565947367e-10,2.01126432844e-10,1.95746202874e-10,1.20414582924e-10,1.20150515643e-10,1.88665384356e-10,9.63751878909e-11,1.54964860518e-10,1.25723101866e-10
336,1.09011565615e-10,8.03779948617e-11,1.11822845375e-10,1.00126574089e-10,9.03650029176e-11,2.98919490529e-10,1.15883211064e-10,8.88747724837e-11,1.04398508677e-10,1.06610706771e-10,1.29883543724e-10,7.26629407587e-11,1.104688348e-10,8.26414996922e-11,1.39031319435e-10,7.56835934453e-11,8.13914114493e-11,9.34952302452e-11,1.47480670985e-10,1.34699375452e-10,9.18202106549e-11,9.30501687014e-11,1.30959375055e-10,7.48073015015e-11,1.10424103849e-10,1.13081025006e-10
337,1.05888816689e-10,8.05675723302e-11,1.1189268056e-10,1.01129727395e-10,9.09650592346e-11,3.01109887102e-10,1.17173696471e-10,8.99679079438e-11,1.04511755541e-10,1.07128160369e-10,1.31034509292e-10,7.32841600035e-11,1.10801148532e-10,8.20517550116e-11,1.40077648175e-10,7.62778526353e-11,8.15886549301e-11,9.4466226757e-11,1.43234757321e-10,1.36532577187e-10,9.21370838644e-11,9.30816247061e-11,1.32410455158e-10,7.44051138689e-11,1.1109298292e-10,1.10916524456e-10
338,1.19272978374e-10,8.90116724088e-11,1.28975292966e-10,1.15971968314e-10,1.01956915679e-10,3.6614539814e-10,1.36646205019e-10,1.01648080868e-10,1.18534669445e-10,1.1959687795e-10,1.5246232589e-10,8.09251839279e-11,1.27245372675e-10,9.0092062483e-11,1.65159857958e-10,8.41852386552e-11,9.02326821588e-11,1.07874400925e-10,1.65754405169e-10,1.62386921197e-10,1.02100513381e-10,1.03983772084e-10,1.5905804747e-10,8.37319147154e-11,1.27737780438e-10,1.21893805372e-10
339,1.13208730875e-10,8.53191237667e-11,1.22706693712e-10,1.09921135561e-10,9.79660768694e-11,3.37941618656e-10,1.28322581436e-10,9.78203421058e-11,1.1288073859e-10,1.14572900507e-10,1.43664113578e-10,7.80996789111e-11,1.20862233137e-10,8.68310980359e-11,1.52796185971e-10,8.11773122406e-11,8.65757993512e-11,1.02854720442e-10,1.56913935873e-10,1.51367209591e-10,9.80668024479e-11,9.9690793479e-11,1.46396896309e-10,8.02482589037e-11,1.2116905347e-10,1.09985106986e-10
340,1.08997846444e-10,8.09422952442e-11,1.12441700122e-10,1.00715940978e-10,9.07036033368e-11,2.9831933203e-10,1.16514101049e-10,8.72481520404e-11,1.0467184887e-10,1.07469198615e-10,1.30422693463e-10,7.32273554291e-11,1.10959227869e-10,8.29366742297e-11,1.39603638627e-10,7.60269253683e-11,8.21867914958e-11,9.39668045859e-11,1.48332670548e-10,1.35432187247e-10,9.12933656085e-11,9.34568685214e-11,1.31338154058e-10,7.50739083968e-11,1.10441831973e-10,1.13283371392e-10
341,1.05780697668e-10,8.10997513326e-11,1.12479157959e-10,1.01714703246e-10,9.12628579681e-11,3.00053219442e-10,1.1780436254e-10,8.81334650509e-11,1.04713633184e-10,1.07989596624e-10,1.31324016185e-10,7.38484606024e-11,1.11255887484e-10,8.2243304847e-11,1.40583475927e-10,7.66157987624e-11,8.21036707757e-11,9.49067684356e-11,1.44029042906e-10,1.3726561255e-10,9.14814196894e-11,9.34268308344e-11,1.3274346494e-10,7.46312333411e-11,1.11019912366e-10,1.10974279084e-10
342,1.18940189563e-10,8.9506035871e-11,1.29522856231e-10,1.16555069844e-10,1.0219072659e-10,3.64193657816e-10,1.37276447903e-10,9.94815152158e-11,1.18612192416e-10,1.20460124824e-10,1.52663172245e-10,8.14892040983e-11,1.27643440139e-10,9.01789092503e-11,1.65578504207e-10,8.45170959079e-11,9.05698788641e-11,1.08284432248e-10,1.6650387992e-10,1.63119577842e-10,1.01161169263e-10,1.04261927832e-10,1.59412118296e-10,8.39070272915e-11,1.27449163234e-10,1.2179003889e-10
343,1.12873708194e-10,8.58027761008e-11,1.23246269147e-10,1.10502895546e-10,9.81726899272e-11,3.36044736023e-10,1.28953127639e-10,9.52229083958e-11,1.12955271711e-10,1.15423685156e-10,1.43799001659e-10,7.86637050175e-11,1.2124945757e-10,8.6770982674e-11,1.53186546073e-10,8.15060200089e-11,8.68474836863e-11,1.03251102724e-10,1.57658498888e-10,1.52100167303e-10,9.70434253484e-11,9.99463521251e-11,1.46705643311e-10,8.04227594229e-11,1.20933034917e-10,1.09865141585e-10
344,1.03755177959e-10,8.23526164016e-11,1.04205938256e-10,1.02743737949e-10,8.81412555515e-11,3.03863375419e-10,1.18036417511e-10,9.08295430256e-11,1.06680485226e-10,1.08770758841e-10,1.3200875198e-10,7.16470361063e-11,9.79240478233e-11,8.47683243839e-11,1.41783518798e-10,7.68796757922e-11,8.2863315891e-11,9.13196538166e-11,1.49859560141e-10,1.36861840603e-10,9.27914167977e-11,9.28382648696e-11,1.33055547267e-10,7.44234134102e-11,1.12849934922e-10,1.1105019062e-10
345,9.9155404374e-11,8.2536669257e-11,1.03734887919e-10,1.03739020381e-10,8.84290374748e-11,3.06020952816e-10,1.19325832057e-10,9.19221759106e-11,1.06777428895e-10,1.09283426211e-10,1.33154263359e-10,7.21577667533e-11,9.73410998298e-11,8.41352616854e-11,1.42819771864e-10,7.74641635215e-11,8.3054133732e-11,9.19921731322e-11,1.45544859263e-10,1.38694737247e-10,9.30188356735e-11,9.24001394046e-11,1.34502826038e-10,7.35722012276e-11,1.13511933998e-10,1.08350820887e-10
346,1.09760196001e-10,9.09739517029e-11,1.18046498972e-10,1.18546060795e-10,9.8258542043e-11,3.71008650659e-10,1.38791949533e-10,1.03598449836e-10,1.20785943051e-10,1.21746484536e-10,1.54573743868e-10,7.88212373374e-11,1.09643589321e-10,9.21082921533e-11,1.67882398106e-10,8.53277636104e-11,9.16932004963e-11,1.04071666904e-10,1.68042831064e-10,1.64541409056e-10,1.02752254373e-10,1.02461879978e-10,1.61140740541e-10,8.19234299472e-11,1.30149627638e-10,1.17921363683e-10
347,1.02765417917e-10,8.6180606809e-11,1.10983278637e-10,1.10956633576e-10,9.34114786935e-11,3.39650714981e-10,1.2918482246e-10,9.86526835133e-11,1.13812333463e-10,1.15489091083e-10,1.44485318966e-10,7.47699679074e-11,1.03033837685e-10,8.75915425499e-11,1.53868903167e-10,8.15598248636e-11,8.71968687241e-11,9.7947981848e-11,1.57793861728e-10,1.52177320746e-10,9.78116415537e-11,9.71261079513e-11,1.47199491308e-10,7.72002556239e-11,1.2217013336e-10,1.04973206513e-10
348,1.03539118786e-10,8.29163415125e-11,1.04773991615e-10,1.03332915801e-10,8.83942673731e-11,3.03244615882e-10,1.1866755539e-10,8.9194657305e-11,1.06949993339e-10,1.09629152913e-10,1.32547266682e-10,7.21980782579e-11,9.83097595595e-11,8.50597410992e-11,1.42354435594e-10,7.72200868573e-11,8.36593568113e-11,9.17675841881e-11,1.50711258433e-10,1.375949794e-10,9.22398160452e-11,9.32026314461e-11,1.33434248958e-10,7.46451845444e-11,1.12860012781e-10,1.11148849644e-10
349,9.88538188162e-11,8.30680150714e-11,1.04270844399e-10,1.04323282609e-10,8.86410344658e-11,3.04942387926e-10,1.19956498127e-10,9.00791427608e-11,1.06975304363e-10,1.10144862707e-10,1.33441690852e-10,7.27088047153e-11,9.77176496832e-11,8.43227355492e-11,1.43323512474e-10,7.77990476161e-11,8.35673775399e-11,9.24110358625e-11,1.46338342791e-10,1.3942777261e-10,9.2330362681e-11,9.27166293778e-11,1.34835344026e-10,7.37586008259e-11,1.13430742948e-10,1.08283748022e-10
350,1.0919033008e-10,9.14673123233e-11,1.18537539184e-10,1.19128450001e-10,9.8389652844e-11,3.6903187384e-10,1.39422192418e-10,1.014232886e-10,1.20859115293e-10,1.22609511365e-10,1.54772238819e-10,7.9371838985e-11,1.09961508467e-10,9.21907058063e-11,1.68298928052e-10,8.56558728428e-11,9.202692542e-11,1.04456911587e-10,1.68791715103e-10,1.65273738768e-10,1.01772157239e-10,1.02702958611e-10,1.61494963242e-10,8.20517480223e-11,1.29852879433e-10,1.17662678273e-10
351,1.02213269869e-10,8.66638658641e-11,1.11466842194e-10,1.11537790957e-10,9.35239085644e-11,3.37748929068e-10,1.29815368663e-10,9.60532174256e-11,1.13885772243e-10,1.16339795694e-10,1.44619228778e-10,7.5320681711e-11,1.03344048936e-10,8.75286840055e-11,1.54258859602e-10,8.18851056867e-11,8.74678079586e-11,9.83203696781e-11,1.5853819062e-10,1.52910278457e-10,9.67558418118e-11,9.73465425523e-11,1.47508518033e-10,7.7331538179e-11,1.21932219457e-10,1.04709723865e-10
352,1.00908091901e-10,8.23116381966e-11,9.7085360978e-11,1.0270712172e-10,8.74992360697e-11,3.04214208003e-10,1.18074593173e-10,9.08129559556e-11,1.06676790777e-10,1.08754576041e-10,1.32076187293e-10,7.1525187509e-11,9.60530089927e-11,8.470610213e-11,1.41854603701e-10,7.68486185068e-11,8.28487021942e-11,9.11764914001e-11,1.49957852704e-10,1.36958633236e-10,9.27448651071e-11,9.21437385606e-11,1.33129290721e-10,7.37848475848e-11,1.1286030575e-10,1.07889772415e-10
353,9.48522576446e-11,8.24946998223e-11,9.54336610887e-11,1.03702277045e-10,8.75609597608e-11,3.06366482342e-10,1.19363949237e-10,9.19054527282e-11,1.06771788622e-10,1.09266524215e-10,1.33221283332e-10,7.20357281123e-11,9.5060939163e-11,8.40619128886e-11,1.42889466507e-10,7.74313244292e-11,8.30384206796e-11,9.18239380175e-11,1.45629877764e-10,1.38791843181e-10,9.29361444222e-11,9.13793155886e-11,1.3457624256e-10,7.26452132593e-11,1.13521269072e-10,1.0432409798e-10
354,1.0368290003e-10,9.09334279665e-11,1.07514711022e-10,1.18512945531e-10,9.71719722789e-11,3.71365091154e-10,1.38834493402e-10,1.0358470054e-10,1.20783337793e-10,1.21732415521e-10,1.54645422586e-10,7.87001027083e-11,1.0648473929e-10,9.20327086976e-11,1.67955686824e-10,8.52902837918e-11,9.16791916698e-11,1.03863198722e-10,1.68131056451e-10,1.64644065989e-10,1.0263865088e-10,1.00958393274e-10,1.61218827124e-10,8.06446194841e-11,1.30162901297e-10,1.12473339395e-10
355,9.83090661539e-11,8.72382126471e-11,1.02603018445e-10,1.12468557501e-10,9.35623567655e-11,3.43143993453e-10,1.30511936763e-10,9.97574218836e-11,1.15127886815e-10,1.16708250603e-10,1.45848446563e-10,7.61522508423e-11,1.01342784056e-10,8.87860635136e-11,1.55576078478e-10,8.22956128862e-11,8.80201233083e-11,9.91962644551e-11,1.59291172947e-10,1.53625909335e-10,9.86186658508e-11,9.67765002023e-11,1.48558061044e-10,7.74525850804e-11,1.23594630727e-10,1.00428983823e-10
356,1.00633014912e-10,8.28750665699e-11,9.75993658308e-11,1.03296296907e-10,8.77346813199e-11,3.03592046338e-10,1.18705731051e-10,8.9176383865e-11,1.06945710109e-10,1.09612977431e-10,1.32614654778e-10,7.20762781197e-11,9.64055972605e-11,8.49972436104e-11,1.42425075396e-10,7.71876103593e-11,8.36448748165e-11,9.16237089695e-11,1.50809161347e-10,1.37691772034e-10,9.21915305686e-11,9.24814642313e-11,1.33507979481e-10,7.40036708404e-11,1.12868868878e-10,1.07934837696e-10
357,9.44282534487e-11,8.30259085511e-11,9.59225867459e-11,1.04286739047e-10,8.7752428297e-11,3.05283178206e-10,1.19994615307e-10,9.00608943649e-11,1.06968904477e-10,1.10127964807e-10,1.33507929844e-10,7.25867120275e-11,9.54170974072e-11,8.42487968594e-11,1.43393075683e-10,7.77646533075e-11,8.35512945699e-11,9.22420815225e-11,1.46423295974e-10,1.39524878543e-10,9.22421244603e-11,9.16774382304e-11,1.34908723019e-10,7.28164062556e-11,1.13438349546e-10,1.04178833863e-10
358,1.02949725689e-10,9.14265388679e-11,1.07954495721e-10,1.19095335437e-10,9.7277506318e-11,3.69383128145e-10,1.39464736286e-10,1.01407808364e-10,1.20855733511e-10,1.2259544379e-10,1.54843403642e-10,7.92507224467e-11,1.06783726726e-10,9.21146245343e-11,1.68372059546e-10,8.56165367349e-11,9.20124683967e-11,1.04247529695e-10,1.68879536806e-10,1.65376722634e-10,1.01652176143e-10,1.0117700335e-10,1.61573044717e-10,8.0757832902e-11,1.29864608243e-10,1.12106995249e-10
359,9.75966748409e-11,8.77203716676e-11,1.03035190799e-10,1.1304945814e-10,9.3648668317e-11,3.41217515223e-10,1.3114198842e-10,9.71495254934e-11,1.15196908562e-10,1.1755884871e-10,1.45979619179e-10,7.67028822145e-11,1.01633943594e-10,8.8720886941e-11,1.55963541261e-10,8.26189977581e-11,8.82878866542e-11,9.95671786796e-11,1.60034336622e-10,1.54358540125e-10,9.75490355886e-11,9.69731076934e-11,1.48866498612e-10,7.75682526962e-11,1.23348400995e-10,1.00046374699e-10
360,5.28313599573e-10,4.24366456971e-10,5.4318684827e-10,4.49358267908e-10,4.49610971555e-10,1.01967658372e-09,4.24780821494e-10,3.91904039261e-10,4.43298902229e-10,5.0086455628e-10,4.92329188363e-10,4.20428310955e-10,5.40053220248e-10,4.41150383653e-10,5.39201894906e-10,3.96333003727e-10,4.38780860236e-10,4.68020131621e-10,4.72932949206e-10,4.4974920383e-10,4.9806750145e-10,4.6633321488e-10,5.05707657331e-10,4.09554170986e-10,4.79410356251e-10,5.25515923874e-10
361,5.24743069781e-10,4.30551326774e-10,5.47836258451e-10,4.55902960804e-10,4.5593759119e-10,1.02944316221e-09,4.30732728906e-10,3.98370287818e-10,4.49186609297e-10,5.0592482805e-10,4.98120885879e-10,4.2709184133e-10,5.45845879865e-10,4.47406793479e-10,5.46363889775e-10,4.02259746519e-10,4.45314812828e-10,4.75612319478e-10,4.71076729191e-10,4.57079469263e-10,5.04917935244e-10,4.70891641132e-10,5.12661411786e-10,4.13605067917e-10,4.85578803127e-10,5.23312619498e-10
362,6.27884808558e-10,5.13906096093e-10,6.63049522535e-10,5.49227892953e-10,5.44406825397e-10,1.27526260877e-09,5.19926502994e-10,4.7492388108e-10,5.35387112915e-10,5.97666343203e-10,5.98930632376e-10,5.11494925484e-10,6.60039047705e-10,5.34798029359e-10,6.67837394177e-10,4.79236243907e-10,5.32151648095e-10,5.74790169016e-10,5.61303761476e-10,5.6041837367e-10,6.02566695723e-10,5.61762906938e-10,6.36546233398e-10,4.99968049979e-10,5.84417342267e-10,6.16085953292e-10
363,5.85354033642e-10,4.80210057062e-10,6.18554493927e-10,5.10416090836e-10,5.098825162e-10,1.16735265988e-09,4.80688533402e-10,4.46632921917e-10,5.00919547831e-10,5.59868210966e-10,5.55827135386e-10,4.78077955454e-10,6.14917798912e-10,5.00678023615e-10,6.13608482871e-10,4.48346303038e-10,4.9636434663e-10,5.35760920647e-10,5.25419541167e-10,5.14759300363e-10,5.64001359381e-10,5.25862693127e-10,5.7782097672e-10,4.65800458748e-10,5.44450707748e-10,5.62205885899e-10
364,5.3014974656e-10,4.27446102831e-10,5.46374279698e-10,4.52174505487e-10,4.52112684107e-10,1.01879418332e-09,4.27463999874e-10,3.88455092543e-10,4.45877047185e-10,5.04876052469e-10,4.94741992593e-10,4.23433750955e-10,5.42813799043e-10,4.43721806818e-10,5.42017934293e-10,3.98390584764e-10,4.4235376437e-10,4.70657505248e-10,4.76372657653e-10,4.52679476714e-10,4.99832498228e-10,4.68943672345e-10,5.07474448999e-10,4.1145809737e-10,4.81692838802e-10,5.27976870785e-10
365,5.26863117793e-10,4.33605617623e-10,5.50986045964e-10,4.58714172938e-10,4.58465834368e-10,1.02752679855e-09,4.33413673846e-10,3.94360396336e-10,4.51698692987e-10,5.09963316667e-10,5.00452617639e-10,4.30097096385e-10,5.48575025142e-10,4.49706192364e-10,5.48976066413e-10,4.04308879568e-10,4.48820363382e-10,4.78212422975e-10,4.74465940364e-10,4.60010654868e-10,5.06432665684e-10,4.73602642594e-10,5.1439881105e-10,4.15599592791e-10,4.87701574414e-10,5.25764554224e-10
366,6.29752955106e-10,5.1691289272e-10,6.66119148919e-10,5.5203651334e-10,5.46863009707e-10,1.2709761116e-09,5.22604163953e-10,4.70391212644e-10,5.37774117775e-10,6.01721913678e-10,6.01167348009e-10,5.14498781249e-10,6.62653802328e-10,5.36918121623e-10,6.70230000218e-10,4.81279334988e-10,5.35600236305e-10,5.77348494101e-10,5.64667685259e-10,5.63346750141e-10,6.03866810314e-10,5.64440510539e-10,6.38185788647e-10,5.01930878634e-10,5.86177812273e-10,6.18413957166e-10
367,5.87055942146e-10,4.83164842488e-10,6.21589253812e-10,5.1322342976e-10,5.12162732547e-10,1.16301597331e-09,4.83367543743e-10,4.40199722085e-10,5.03178725795e-10,5.63873234701e-10,5.57712085424e-10,4.8108301325e-10,6.1747107962e-10,5.02134461798e-10,6.15887716187e-10,4.50370272862e-10,4.99574991049e-10,5.38250679453e-10,5.28748743785e-10,5.17690191464e-10,5.64525566287e-10,5.28393972487e-10,5.79292964463e-10,4.67722591544e-10,5.46242723628e-10,5.64382550367e-10
368,5.01447533643e-10,4.34201104492e-10,5.09367320637e-10,4.60940520729e-10,4.37271990591e-10,1.038776603e-09,4.33859331318e-10,4.00943064179e-10,4.53551638872e-10,5.11217642173e-10,5.0145798236e-10,4.14432550083e-10,4.8558678103e-10,4.51557490093e-10,5.50947335955e-10,4.02818668675e-10,4.46749325992e-10,4.58183064996e-10,4.82160808319e-10,4.58397624023e-10,5.03512034993e-10,4.64186277343e-10,5.14784875133e-10,4.08448958211e-10,4.90401214154e-10,5.16246227513e-10
369,4.91824821736e-10,4.40381890163e-10,5.11823082808e-10,4.67439489783e-10,4.42188496348e-10,1.04842486067e-09,4.3980395025e-10,4.07403379859e-10,4.59397088174e-10,5.16253575925e-10,5.07227083449e-10,4.20555770289e-10,4.87612058809e-10,4.57628722568e-10,5.5808445662e-10,4.08696778684e-10,4.53273933827e-10,4.64498234668e-10,4.80182221681e-10,4.65726728043e-10,5.09917098511e-10,4.66653101687e-10,5.2171916718e-10,4.10655896678e-10,4.96551065817e-10,5.11864477154e-10
370,5.81394158128e-10,5.23701243529e-10,6.14062931999e-10,5.60528275299e-10,5.24370739085e-10,1.29406823144e-09,5.28965190933e-10,4.83928267545e-10,5.45528695459e-10,6.07952205577e-10,6.07994158607e-10,4.99751134414e-10,5.82883663089e-10,5.4470447606e-10,6.79490251303e-10,4.85431577102e-10,5.40074544925e-10,5.57296569799e-10,5.70349086187e-10,5.6903109198e-10,6.06314891344e-10,5.53209456901e-10,6.45561216972e-10,4.92507168744e-10,5.95351925036e-10,5.9803143922e-10
371,5.34864228697e-10,4.84111830718e-10,5.65755731049e-10,5.14545929586e-10,4.85734002228e-10,1.17404193784e-09,4.84242909509e-10,4.50243090856e-10,5.04883761053e-10,5.63926236796e-10,5.5925478043e-10,4.60309457078e-10,5.36422610096e-10,5.03981773998e-10,6.18084523441e-10,4.50122579961e-10,4.99329410433e-10,5.1289163466e-10,5.2891456313e-10,5.1799973745e-10,5.62440626209e-10,5.12325347284e-10,5.81191486502e-10,4.52122558047e-10,5.48755536657e-10,5.39105526356e-10
372,5.02620810269e-10,4.37279638101e-10,5.12334286152e-10,4.637553223e-10,4.39591041374e-10,1.03783396254e-09,4.36541356139e-10,3.97487857157e-10,4.56125474e-10,5.15227556458e-10,5.03868962355e-10,4.17366992921e-10,4.87896417189e-10,4.54124016889e-10,5.53761354963e-10,4.0487186238e-10,4.50323576716e-10,4.60706798992e-10,4.8559970202e-10,4.61327896907e-10,5.05259760234e-10,4.66644472762e-10,5.16552074014e-10,4.10218989826e-10,4.92671331853e-10,5.18545662048e-10
373,4.93598629304e-10,4.43433962913e-10,5.14784782032e-10,4.70248323435e-10,4.44603581319e-10,1.04644476413e-09,4.4248489519e-10,4.0338936355e-10,4.61906519439e-10,5.20290852051e-10,5.09558283236e-10,4.23489963583e-10,4.90048018869e-10,4.59923055738e-10,5.60692636823e-10,4.10743624847e-10,4.56781166683e-10,4.67011928623e-10,4.83570766513e-10,4.68656607414e-10,5.11409387961e-10,4.69300044752e-10,5.23458079465e-10,4.12575827348e-10,4.98661377815e-10,5.14209340973e-10
374,5.82909168787e-10,5.26707011914e-10,6.16946904957e-10,5.63334881584e-10,5.26708057513e-10,1.28971123203e-09,5.31644002585e-10,4.79391465984e-10,5.47909748027e-10,6.12007658995e-10,6.10228129181e-10,5.02683949521e-10,5.8522607697e-10,5.46818989556e-10,6.81877313638e-10,4.87472426351e-10,5.43522692323e-10,5.59767656159e-10,5.73712398889e-10,5.71959468451e-10,6.07588593947e-10,5.55827074732e-10,6.47200023327e-10,4.94403214777e-10,5.97098492691e-10,6.00227280105e-10
375,5.3623912822e-10,4.87065261469e-10,5.68605922349e-10,5.17351159749e-10,4.87899318095e-10,1.16968922008e-09,4.86923070134e-10,4.43808449496e-10,5.07143082112e-10,5.67931250529e-10,5.61139274007e-10,4.63244528974e-10,5.38712799605e-10,5.05433565558e-10,6.20362253806e-10,4.52144445755e-10,5.0253859735e-10,5.15293541213e-10,5.32243529883e-10,5.2092932245e-10,5.62938727771e-10,5.14798888538e-10,5.82663440825e-10,4.53982196025e-10,5.50543880054e-10,5.41155307909e-10
376,4.87146911459e-10,4.34408845486e-10,4.76622870576e-10,4.61058591811e-10,4.34300728586e-10,1.04004029636e-09,4.34099271603e-10,4.01109362029e-10,4.5375552236e-10,5.11480734807e-10,5.01846152905e-10,4.14355105588e-10,4.77355802677e-10,4.51695302535e-10,5.51371513417e-10,4.02984327596e-10,4.47090355367e-10,4.57850728534e-10,4.82492959551e-10,4.58781707941e-10,5.03725402015e-10,4.6039462596e-10,5.15211378103e-10,4.05938251108e-10,4.90689567461e-10,5.00948931299e-10
377,4.70230587588e-10,4.40589370575e-10,4.7411058955e-10,4.67557368602e-10,4.3800790875e-10,1.04967056654e-09,4.40044636458e-10,4.07570464739e-10,4.59600326758e-10,5.16515063213e-10,5.0761314519e-10,4.20478148722e-10,4.77617862224e-10,4.57712197596e-10,5.585048007e-10,4.08851522732e-10,4.53616149881e-10,4.64052025474e-10,4.80493488516e-10,4.66110760381e-10,5.09931675997e-10,4.61091674032e-10,5.22143836772e-10,4.06785234889e-10,4.96836816274e-10,4.92477566783e-10
378,5.50736762435e-10,5.23932050081e-10,5.65765549995e-10,5.60671663037e-10,5.19003655348e-10,1.29536284584e-09,5.29227548775e-10,4.84116274681e-10,5.45756117151e-10,6.08237672811e-10,6.08404851744e-10,4.996922766e-10,5.68902736995e-10,5.44793113452e-10,6.79937624709e-10,4.85562146292e-10,5.40440179144e-10,5.56660743268e-10,5.70678999305e-10,5.69441221423e-10,6.06169168049e-10,5.44992434563e-10,6.460129421e-10,4.86978293359e-10,5.95665173319e-10,5.71425809429e-10
379,5.12619366528e-10,4.90240499022e-10,5.2809032016e-10,5.219168961e-10,4.86764317935e-10,1.1873870139e-09,4.89994327158e-10,4.55830557095e-10,5.11291652816e-10,5.70442303708e-10,5.65300559996e-10,4.67890359863e-10,5.29882405838e-10,5.1076353166e-10,6.25687789423e-10,4.54753705636e-10,5.04644752599e-10,5.19468891346e-10,5.34799089471e-10,5.23789684086e-10,5.67751815602e-10,5.10328372196e-10,5.87289045107e-10,4.54271729084e-10,5.5570256342e-10,5.17658665494e-10
380,4.88078592383e-10,4.37487305752e-10,4.79337260315e-10,4.63874677183e-10,4.36582035998e-10,1.03908662463e-09,4.36781296424e-10,3.97653807949e-10,4.56329151536e-10,5.15490575805e-10,5.04256939964e-10,4.17289446681e-10,4.79528636147e-10,4.54263053124e-10,5.54183638315e-10,4.05037280956e-10,4.5066446185e-10,4.60367009154e-10,4.85933116228e-10,4.61711980825e-10,5.05473796319e-10,4.62762130146e-10,5.16977127387e-10,4.07691181887e-10,4.92957389223e-10,5.0317495932e-10
381,4.71793379602e-10,4.43642550097e-10,4.76905230885e-10,4.70367483282e-10,4.4040237278e-10,1.04767531085e-09,4.42724429789e-10,4.03556216849e-10,4.62108341613e-10,5.20551014303e-10,5.09944265208e-10,4.23412232652e-10,4.79985057053e-10,4.60006026398e-10,5.61110969044e-10,4.10898188431e-10,4.5712336311e-10,4.66562386761e-10,4.8388201057e-10,4.69041945985e-10,5.11420861141e-10,4.63698586301e-10,5.23882754499e-10,4.08672401562e-10,4.98944773337e-10,4.9474931002e-10
382,5.52034636853e-10,5.26937738761e-10,5.68504484034e-10,5.63478269074e-10,5.21319158686e-10,1.29099303823e-09,5.31906360427e-10,4.79579233508e-10,5.4813572927e-10,6.1229312298e-10,6.10638758937e-10,5.0262610388e-10,5.71190260267e-10,5.46908349477e-10,6.82325849777e-10,4.87601834615e-10,5.43887118893e-10,5.59129304054e-10,5.74042289719e-10,5.72370904039e-10,6.07440892763e-10,5.47575085902e-10,6.47650316832e-10,4.88852125569e-10,5.97407907365e-10,5.73510718859e-10
383,5.13785305422e-10,4.93192978529e-10,5.30795707919e-10,5.24722110422e-10,4.88906362009e-10,1.18296592369e-09,4.92673337499e-10,4.49391961481e-10,5.13548302263e-10,5.74447301383e-10,5.67185592978e-10,4.70824190531e-10,5.32117471417e-10,5.12213732651e-10,6.27960703423e-10,4.56775428088e-10,5.07853849529e-10,5.21868118801e-10,5.38127659101e-10,5.26720575188e-10,5.68245528136e-10,5.12769606525e-10,5.88759546211e-10,4.5611196632e-10,5.574782003e-10,5.1955352513e-10
384,4.90165191756e-10,4.29763864872e-10,5.01226257988e-10,4.6464494655e-10,4.4699518668e-10,7.96695278413e-10,4.6156414658e-10,4.26652493822e-10,4.60510045573e-10,4.62397414424e-10,4.88910756939e-10,4.27692980231e-10,4.99975147441e-10,4.33233207707e-10,5.18907794535e-10,4.16197017537e-10,4.31466862992e-10,4.61698497631e-10,4.92136572762e-10,4.6151579986e-10,4.54310851535e-10,4.51722526757e-10,5.12756672636e-10,4.26498087241e-10,4.75652629435e-10,4.94641412803e-10
385,4.85855839789e-10,4.31298439773e-10,5.01958524502e-10,4.6687528113e-10,4.48613138431e-10,8.00544068566e-10,4.63704519989e-10,4.28779952132e-10,4.61786471701e-10,4.6330299961e-10,4.908353666e-10,4.29537438999e-10,5.01321083859e-10,4.34536179336e-10,5.21224740303e-10,4.17685137666e-10,4.33112134312e-10,4.64144500207e-10,4.84294711746e-10,4.64023528284e-10,4.55785902245e-10,4.52330055539e-10,5.15279675706e-10,4.26609762173e-10,4.7728167271e-10,4.90989585055e-10
