core,400_perlbench,401_bzip2,403_gcc,410_bwaves,416_gamess,429_mcf,433_milc,434_zeusmp,435_gromacs,436_cactusADM,437_leslie3d,444_namd,445_gobmk,447_dealII,450_soplex,454_calculix,456_hmmer,458_sjeng,459_GemsFDTD,462_libquantum,464_h264ref,465_tonto,470_lbm,471_omnetpp,473_astar,483_xalancbmk
2276,4.45297545237e-10,3.87037033803e-10,4.36444128452e-10,4.56428190814e-10,4.02886453417e-10,1.5969419892e-09,6.75735667086e-10,4.23632997035e-10,4.79482462223e-10,5.35668337896e-10,6.98307749485e-10,3.45142124502e-10,4.29303502887e-10,3.93199183628e-10,7.4021702165e-10,3.59896679185e-10,3.9960094965e-10,4.07772841988e-10,7.8524897146e-10,8.3335333521e-10,4.34134066244e-10,4.24431391664e-10,7.63157574702e-10,3.32781610372e-10,5.1684739558e-10,4.62831611968e-10
2277,4.26286722143e-10,3.88555149489e-10,4.3257306002e-10,4.61182191576e-10,4.03761681235e-10,1.6220832652e-09,6.86093182173e-10,4.28416833985e-10,4.81405893499e-10,5.391530113e-10,7.06723837785e-10,3.47601233203e-10,4.27406377842e-10,3.91692949399e-10,7.50483360822e-10,3.62540311422e-10,4.00168728095e-10,4.11174706238e-10,7.80180392455e-10,8.48840387684e-10,4.35357418485e-10,4.22564702125e-10,7.75863845017e-10,3.29956701678e-10,5.21225915179e-10,4.52057161617e-10
2278,4.24126280042e-10,3.92259210678e-10,4.38434244498e-10,4.68982765087e-10,4.08892013748e-10,1.6708317469e-09,7.02438593198e-10,4.35693443295e-10,4.88558555717e-10,5.4635417034e-10,7.22622375456e-10,3.51471963778e-10,4.3137519572e-10,3.94020230266e-10,7.67158577889e-10,3.66832436051e-10,4.03943804153e-10,4.17826468612e-10,7.96696341051e-10,8.72823529436e-10,4.39934039014e-10,4.26089946884e-10,7.95355817109e-10,3.3376789576e-10,5.31073835026e-10,4.41808609596e-10
2279,4.34146712387e-10,4.01784810386e-10,4.53490888662e-10,4.85663330762e-10,4.19874998546e-10,1.78783603468e-09,7.3694907302e-10,4.51473150711e-10,5.0489901517e-10,5.62300753733e-10,7.57146801727e-10,3.59629531658e-10,4.44994396518e-10,4.04206302166e-10,8.04867221307e-10,3.75885526208e-10,4.13080621956e-10,4.32348992195e-10,8.39060585576e-10,9.23139334987e-10,4.4996881483e-10,4.3691184255e-10,8.37398203713e-10,3.4360338918e-10,5.52542777487e-10,4.36068496744e-10
2280,3.89640729935e-10,3.20868365162e-10,3.96188728771e-10,3.70173036372e-10,3.46298481744e-10,1.24171974668e-09,5.41543730767e-10,3.57930580809e-10,3.92206278107e-10,4.35894633175e-10,5.60110465307e-10,2.90083221764e-10,3.90017877018e-10,3.25555911311e-10,5.8612219743e-10,3.038639495e-10,3.31792926549e-10,3.43040241979e-10,6.26038599069e-10,6.60304973922e-10,3.63990578318e-10,3.56635682838e-10,5.98952002966e-10,2.82494295174e-10,4.18684395938e-10,3.94469019528e-10
2281,3.83161978606e-10,3.22031557343e-10,3.97945878558e-10,3.73681066303e-10,3.48590367144e-10,1.26174724247e-09,5.4928802879e-10,3.62487303799e-10,3.9366876544e-10,4.38515899995e-10,5.67155370078e-10,2.92163033707e-10,3.92202179858e-10,3.24847988986e-10,5.93827707558e-10,3.05852000168e-10,3.32924784306e-10,3.46482663481e-10,6.22126268131e-10,6.71804421661e-10,3.6562202919e-10,3.5743865415e-10,6.07714567396e-10,2.82225549467e-10,4.22112148545e-10,3.90340570038e-10
2282,3.85661194877e-10,3.24800441084e-10,4.0502450582e-10,3.79407937992e-10,3.5319603173e-10,1.29926294563e-09,5.61507468919e-10,3.68618444872e-10,3.9908816226e-10,4.43918630489e-10,5.79186654492e-10,2.95308609909e-10,3.9821294142e-10,3.26713650606e-10,6.06225597018e-10,3.09037051003e-10,3.36020780386e-10,3.52101394095e-10,6.34505674051e-10,6.89622148683e-10,3.6950756669e-10,3.61366745097e-10,6.21591031165e-10,2.85954211469e-10,4.29485892148e-10,3.84822566904e-10
2283,3.98028496956e-10,3.31905234182e-10,4.21303218101e-10,3.91643358511e-10,3.63004700787e-10,1.38784074065e-09,5.8731064057e-10,3.82093655803e-10,4.1143114488e-10,4.5590203263e-10,6.05359551011e-10,3.01969086256e-10,4.13225729302e-10,3.3479152511e-10,6.34291206096e-10,3.15743850796e-10,3.43051327809e-10,3.64077708917e-10,6.66269955389e-10,7.27014150718e-10,3.7789587506e-10,3.70915854208e-10,6.52132631478e-10,2.94310103702e-10,4.45561860557e-10,3.8459375211e-10
2284,3.90641079907e-10,3.23360240276e-10,3.98824123395e-10,3.72608232802e-10,3.47939632331e-10,1.24285280578e-09,5.44565197873e-10,3.52536254727e-10,3.93876060261e-10,4.39627810207e-10,5.62631860281e-10,2.92547711966e-10,3.9219770409e-10,3.27008766286e-10,5.88996520017e-10,3.0522961172e-10,3.35074019057e-10,3.45008902911e-10,6.29994458862e-10,6.63974053948e-10,3.62831888057e-10,3.58526739389e-10,6.0081055311e-10,2.83726185083e-10,4.20017398007e-10,3.95823485408e-10
2285,3.83821106063e-10,3.24432473037e-10,4.00476359025e-10,3.76105481575e-10,3.50071166459e-10,1.26153117044e-09,5.52308935642e-10,3.56127159766e-10,3.95122161491e-10,4.42246309933e-10,5.68895794343e-10,2.94626605473e-10,3.9423829907e-10,3.2590726707e-10,5.96509514189e-10,3.07199363923e-10,3.35450844267e-10,3.48348120305e-10,6.25918942404e-10,6.75473919281e-10,3.63975669151e-10,3.59095907332e-10,6.093583352e-10,2.83335269627e-10,4.23184342231e-10,3.91260695836e-10
2286,3.86085459514e-10,3.27147710897e-10,4.074984455e-10,3.81827510162e-10,3.54593557079e-10,1.29794455553e-09,5.64527354664e-10,3.61576991197e-10,4.00419464217e-10,4.47643340012e-10,5.80790352735e-10,2.97772391437e-10,4.00171251209e-10,3.27512275787e-10,6.08776604426e-10,3.10374623894e-10,3.38202394415e-10,3.5391732491e-10,6.38224482257e-10,6.93291542173e-10,3.67513132727e-10,3.62925068876e-10,6.23272540724e-10,2.87001224815e-10,4.30432776599e-10,3.85570568371e-10
2287,3.98073572786e-10,3.34169189198e-10,4.23698575537e-10,3.94059261853e-10,3.64207023757e-10,1.38557407549e-09,5.90330511116e-10,3.73398619639e-10,4.12538948674e-10,4.59583618591e-10,6.06618023287e-10,3.04432853803e-10,4.15067579172e-10,3.35003950113e-10,6.36651169575e-10,3.17061809781e-10,3.44900060902e-10,3.65811260171e-10,6.69930094924e-10,7.30683492209e-10,3.75151929092e-10,3.72300685756e-10,6.53653597417e-10,2.9528441059e-10,4.46256131023e-10,3.85021177116e-10
2288,3.7461674422e-10,3.24949266242e-10,3.75321773317e-10,3.75382572847e-10,3.39491157782e-10,1.24998662275e-09,5.45794965243e-10,3.61855396762e-10,3.96639148075e-10,4.40217897412e-10,5.64045646425e-10,2.86483927442e-10,3.56524753702e-10,3.29929830791e-10,5.91304624701e-10,3.06127829463e-10,3.34725702355e-10,3.36154332659e-10,6.3032431443e-10,6.64410491892e-10,3.65474339886e-10,3.54919924275e-10,6.02881088451e-10,2.80906694115e-10,4.23361256187e-10,3.87750929208e-10
2289,3.64245234831e-10,3.26108329601e-10,3.7544857986e-10,3.78868269458e-10,3.40862023109e-10,1.26999282269e-09,5.53539067571e-10,3.66410983973e-10,3.98081215078e-10,4.42835503026e-10,5.71087179688e-10,2.88167283583e-10,3.55983974454e-10,3.29133388699e-10,5.99003981949e-10,3.08087334598e-10,3.35849899344e-10,3.38704535411e-10,6.26368403799e-10,6.75910332527e-10,3.66866870548e-10,3.5448546821e-10,6.11641857097e-10,2.79499877176e-10,4.26785033784e-10,3.82217958017e-10
2290,3.64716284378e-10,3.28874056743e-10,3.81120738021e-10,3.84573501439e-10,3.44867839382e-10,1.30749527856e-09,5.65757934357e-10,3.72543083836e-10,4.03491810203e-10,4.48236661688e-10,5.83117994444e-10,2.90816498508e-10,3.59692389499e-10,3.30961608476e-10,6.11394837237e-10,3.11248377545e-10,3.38946674989e-10,3.43559581725e-10,6.38739261532e-10,6.93727943034e-10,3.70570308037e-10,3.57749008185e-10,6.25516626246e-10,2.82650674682e-10,4.34158562077e-10,3.75743586722e-10
2291,3.7417542567e-10,3.35978054839e-10,3.94455197297e-10,3.96769784186e-10,3.53387285462e-10,1.39607120757e-09,5.91560908694e-10,3.86017767885e-10,4.1582369816e-10,4.6021888842e-10,6.09291006465e-10,2.96401782463e-10,3.70378040839e-10,3.3897702936e-10,6.39451268441e-10,3.17911503045e-10,3.45969850466e-10,3.5410248338e-10,6.70503534175e-10,7.31119886886e-10,3.78671352327e-10,3.66319637612e-10,6.56057295358e-10,2.90057649439e-10,4.50234321942e-10,3.73864497122e-10
2292,3.75104415463e-10,3.274412783e-10,3.77809599343e-10,3.77818070373e-10,3.4091424658e-10,1.25110663224e-09,5.48816864606e-10,3.56457094398e-10,3.98306596875e-10,4.43949449842e-10,5.66566593035e-10,2.8890822358e-10,3.58419185047e-10,3.31376039639e-10,5.94178302952e-10,3.0748583117e-10,3.38007240987e-10,3.38059805274e-10,6.34279551157e-10,6.68080197187e-10,3.64276000743e-10,3.56703766916e-10,6.04739584561e-10,2.82029080578e-10,4.24689818133e-10,3.88851245809e-10
2293,3.64413259849e-10,3.28508210936e-10,3.77834803383e-10,3.8129136985e-10,3.42124675497e-10,1.26976201748e-09,5.56559542494e-10,3.60047923975e-10,3.99530342513e-10,4.46565031925e-10,5.72826179446e-10,2.905913248e-10,3.57803645952e-10,3.30183447257e-10,6.01684590263e-10,3.09426668344e-10,3.38373961691e-10,3.40512140845e-10,6.30160515993e-10,6.79579830147e-10,3.65162849151e-10,3.56068694784e-10,6.1328516923e-10,2.80511311304e-10,4.27850785949e-10,3.8283270532e-10
2294,3.6462383384e-10,3.31220527602e-10,3.83443088336e-10,3.86991223812e-10,3.46038467218e-10,1.30616102355e-09,5.68778251884e-10,3.65498613149e-10,4.04818891171e-10,4.51963012134e-10,5.84719631094e-10,2.9323961139e-10,3.61437711561e-10,3.31753152048e-10,6.13944343629e-10,3.12578498395e-10,3.41124244629e-10,3.45312648125e-10,6.4245751409e-10,6.97397336524e-10,3.68511143826e-10,3.59222145238e-10,6.27197921632e-10,2.83594671894e-10,4.35098494689e-10,3.76163526784e-10
2295,3.73661435227e-10,3.38242032809e-10,3.96690618234e-10,3.99185348212e-10,3.54345751842e-10,1.39378943304e-09,5.94581210958e-10,3.77320035547e-10,4.16929067717e-10,4.63900187309e-10,6.10547479316e-10,2.98824871342e-10,3.72002574874e-10,3.39181680848e-10,6.41809895931e-10,3.19221587556e-10,3.47815493798e-10,3.55771889339e-10,6.74163018644e-10,7.34788603169e-10,3.75853258807e-10,3.67614257511e-10,6.57578197168e-10,2.90923028323e-10,4.50924205342e-10,3.73932183223e-10
2296,3.68522350598e-10,3.25694035602e-10,3.58503202948e-10,3.76467264453e-10,3.38736636685e-10,1.25476465861e-09,5.47382640305e-10,3.62727700153e-10,3.97659193542e-10,4.411892696e-10,5.65601084671e-10,2.87317004586e-10,3.5281731965e-10,3.30751303511e-10,5.93239868232e-10,3.06628273155e-10,3.35327046393e-10,3.36904492517e-10,6.32175431433e-10,6.66513897688e-10,3.66063063003e-10,3.54019827653e-10,6.04583481989e-10,2.80438749905e-10,4.24554463911e-10,3.80784290009e-10
2297,3.54311418552e-10,3.26847611857e-10,3.55439591213e-10,3.79952815835e-10,3.39508313592e-10,1.27473865716e-09,5.55125540386e-10,3.67284457937e-10,3.99089849276e-10,4.43803257302e-10,5.72637897777e-10,2.88999714982e-10,3.51165538923e-10,3.29917808028e-10,6.00929635626e-10,3.08581406815e-10,3.36445424779e-10,3.39384476874e-10,6.28153318569e-10,6.78013619287e-10,3.67357415534e-10,3.52718386471e-10,6.13341020885e-10,2.7829813193e-10,4.27968234897e-10,3.72949778223e-10
2298,3.52685037429e-10,3.29609647031e-10,3.59677376594e-10,3.85656941585e-10,3.43372262933e-10,1.31222063478e-09,5.67344302705e-10,3.73416364023e-10,4.04497703467e-10,4.49203819301e-10,5.84666834206e-10,2.91648091163e-10,3.53896597633e-10,3.31735938621e-10,6.13309582457e-10,3.11737351509e-10,3.39540884034e-10,3.44195544318e-10,6.40511088886e-10,6.95831170109e-10,3.71015261118e-10,3.55337660901e-10,6.27212340361e-10,2.81044577984e-10,4.35342359255e-10,3.65025251736e-10
2299,3.60222386019e-10,3.36711226046e-10,3.70625305288e-10,3.97854686458e-10,3.51658846819e-10,1.4007938423e-09,5.93147042273e-10,3.86890930835e-10,4.16828012014e-10,4.61184872531e-10,6.10840659451e-10,2.97232805939e-10,3.63651708463e-10,3.39746174289e-10,6.41352571304e-10,3.18393145383e-10,3.46563179061e-10,3.54689556261e-10,6.72274521334e-10,7.33223084155e-10,3.7905716761e-10,3.63345724834e-10,6.57752047546e-10,2.88128149973e-10,4.5141738105e-10,3.60401900131e-10
2300,3.68853230056e-10,3.28184640586e-10,3.60842448809e-10,3.78902814138e-10,3.40112449179e-10,1.2558666144e-09,5.50404539667e-10,3.57326091247e-10,3.99322801661e-10,4.44922512483e-10,5.68121342796e-10,2.89741103927e-10,3.54625056201e-10,3.32195292827e-10,5.96112456208e-10,3.07982930004e-10,3.38608874611e-10,3.38805221864e-10,6.36130698382e-10,6.70183602983e-10,3.64854836845e-10,3.5573448888e-10,6.06441469682e-10,2.81554950183e-10,4.25874238048e-10,3.81743602015e-10
2301,3.54164595759e-10,3.29246958561e-10,3.57691688445e-10,3.82375899737e-10,3.40716050139e-10,1.27448425747e-09,5.58146015309e-10,3.60916099674e-10,4.00534311479e-10,4.47532588814e-10,5.74374058083e-10,2.91423523662e-10,3.52932029174e-10,3.30965560142e-10,6.03608569824e-10,3.0991660822e-10,3.38968392019e-10,3.41190519575e-10,6.31944557938e-10,6.81683116907e-10,3.65634967043e-10,3.54254848933e-10,6.1498371725e-10,2.79270358975e-10,4.29029535803e-10,3.73360592306e-10
2302,3.52234698081e-10,3.31955279289e-10,3.61861745955e-10,3.8807442227e-10,3.44486506724e-10,1.31085839518e-09,5.70363756667e-10,3.66366395606e-10,4.05819722135e-10,4.5292784401e-10,5.8626572416e-10,2.94071729e-10,3.55594495283e-10,3.32524789972e-10,6.15856609627e-10,3.13063269991e-10,3.4171550795e-10,3.45946458545e-10,6.44228272448e-10,6.99499938382e-10,3.68937910953e-10,3.56760534488e-10,6.28893543232e-10,2.81956187632e-10,4.36274764392e-10,3.65208599259e-10
2303,3.59322321165e-10,3.3897315667e-10,3.72722414066e-10,4.00268139675e-10,3.52558199879e-10,1.39848596485e-09,5.96166912819e-10,3.7818795383e-10,4.17926374136e-10,4.64866107181e-10,6.12094836537e-10,2.99656513106e-10,3.65227839868e-10,3.39948178455e-10,6.43709134441e-10,3.19697737564e-10,3.48405640945e-10,3.56353299843e-10,6.75932896141e-10,7.36892425645e-10,3.76218620948e-10,3.64581497026e-10,6.59272921664e-10,2.88958596837e-10,4.52097311551e-10,3.60185540675e-10
2304,1.60403968037e-09,1.34976174853e-09,1.6380489947e-09,1.42159670469e-09,1.4179090765e-09,4.03849229166e-09,1.66515435298e-09,1.31105639171e-09,1.43891371591e-09,1.69897817944e-09,1.72936371509e-09,1.30821327264e-09,1.61562076553e-09,1.38756737288e-09,1.97255637891e-09,1.26093053316e-09,1.41078921646e-09,1.41967021552e-09,1.74164619907e-09,1.64714908862e-09,1.57890044867e-09,1.46891659564e-09,2.15972639433e-09,1.23039294372e-09,1.55972849284e-09,1.57621236212e-09
2305,1.60350660241e-09,1.37073079e-09,1.65870996854e-09,1.44430302153e-09,1.43960243236e-09,4.11474634724e-09,1.69386241077e-09,1.33586376055e-09,1.46010549722e-09,1.71927331378e-09,1.75566673147e-09,1.33023453885e-09,1.63831968032e-09,1.40925213263e-09,2.00852298634e-09,1.28047965608e-09,1.43267899312e-09,1.44527277402e-09,1.7626148709e-09,1.67886202269e-09,1.60281574197e-09,1.48605958101e-09,2.1960673846e-09,1.24632861587e-09,1.58384071046e-09,1.57860635467e-09
2306,1.638066054e-09,1.40374642871e-09,1.70579574212e-09,1.48092048042e-09,1.47583306189e-09,4.2528349578e-09,1.7391857903e-09,1.37112054407e-09,1.49558972647e-09,1.75644181419e-09,1.79991403142e-09,1.36432629047e-09,1.68270181229e-09,1.44518006316e-09,2.06601864882e-09,1.3112993587e-09,1.46667123504e-09,1.48571455424e-09,1.81060233767e-09,1.73042510695e-09,1.64230152163e-09,1.52175086336e-09,2.26020132698e-09,1.28106008271e-09,1.62614696039e-09,1.58884051776e-09
2307,1.73034447317e-09,1.47445080423e-09,1.80960290958e-09,1.55871210025e-09,1.55228071913e-09,4.57432011532e-09,1.83503548578e-09,1.44789241808e-09,1.57108203196e-09,1.83705636266e-09,1.8968836408e-09,1.43603645695e-09,1.78302779608e-09,1.52116683564e-09,2.19401463553e-09,1.37600959486e-09,1.53803765817e-09,1.57109768663e-09,1.91471759642e-09,1.83032943655e-09,1.72625442809e-09,1.60060038365e-09,2.3987205561e-09,1.35507590995e-09,1.71602209462e-09,1.65300506173e-09
2308,1.61314466581e-09,1.3621382404e-09,1.65068783463e-09,1.4327758457e-09,1.4276838036e-09,4.04578585727e-09,1.67687274649e-09,1.29373866251e-09,1.44952947788e-09,1.71559914762e-09,1.73915631575e-09,1.32035223368e-09,1.62665818328e-09,1.39720797038e-09,1.98496995314e-09,1.26844394865e-09,1.42523337048e-09,1.42972767983e-09,1.75641377841e-09,1.65942623102e-09,1.58421557621e-09,1.47930286111e-09,2.16790365258e-09,1.2377707658e-09,1.57123895577e-09,1.58608437854e-09
2309,1.61294720332e-09,1.38297812572e-09,1.67116719071e-09,1.45546396112e-09,1.44922465954e-09,4.1188502092e-09,1.70557332019e-09,1.31531551622e-09,1.47041797631e-09,1.73587988032e-09,1.76443040944e-09,1.34237162843e-09,1.64905759217e-09,1.41770902551e-09,2.02028882407e-09,1.28795908174e-09,1.4467793023e-09,1.45514912005e-09,1.77723639053e-09,1.69113774648e-09,1.60681663461e-09,1.49638107978e-09,2.20396870652e-09,1.25386225463e-09,1.59488300786e-09,1.58821321969e-09
2310,1.64715228044e-09,1.41589770298e-09,1.7181244364e-09,1.49207261099e-09,1.48520129819e-09,4.25446302355e-09,1.75089477603e-09,1.34810624344e-09,1.50565284881e-09,1.77304393916e-09,1.80835948673e-09,1.37646267846e-09,1.69325750473e-09,1.45275260815e-09,2.07737218647e-09,1.31875109654e-09,1.48046882479e-09,1.49547069638e-09,1.82516172648e-09,1.74271336367e-09,1.6452785212e-09,1.53187568289e-09,2.26773655536e-09,1.28852679915e-09,1.63693813661e-09,1.59816517221e-09
2311,1.73839674779e-09,1.48636809626e-09,1.82171083456e-09,1.56985842772e-09,1.56101510817e-09,4.57264030026e-09,1.84674221292e-09,1.4185388509e-09,1.58056380981e-09,1.85348460138e-09,1.90419282703e-09,1.44817283776e-09,1.79320061922e-09,1.52656857578e-09,2.20476882434e-09,1.38339659674e-09,1.55105649355e-09,1.58058336469e-09,1.92914782978e-09,1.84260924721e-09,1.72662408999e-09,1.61022458844e-09,2.40564210238e-09,1.36236474518e-09,1.72626142061e-09,1.66161020934e-09
2312,1.52727253407e-09,1.3673598268e-09,1.54434051082e-09,1.44280045936e-09,1.37934965419e-09,4.07050557913e-09,1.68192563176e-09,1.32749619521e-09,1.4573475963e-09,1.71733314082e-09,1.74486253663e-09,1.28545860479e-09,1.4719067351e-09,1.40616179749e-09,1.99343979226e-09,1.27088703434e-09,1.42388931575e-09,1.38806057496e-09,1.75789157667e-09,1.66203828078e-09,1.58460092211e-09,1.45588404097e-09,2.17597661315e-09,1.21982558627e-09,1.57924741589e-09,1.54378941414e-09
2313,1.51075082925e-09,1.38832501909e-09,1.55831085789e-09,1.46538843531e-09,1.39687971609e-09,4.1466902996e-09,1.71062961154e-09,1.35230133216e-09,1.47845628094e-09,1.73761572239e-09,1.77115415938e-09,1.30557123755e-09,1.48350103192e-09,1.42738351554e-09,2.0293894219e-09,1.29030298244e-09,1.44576583208e-09,1.40991305331e-09,1.77880416916e-09,1.69375155014e-09,1.60731848267e-09,1.46755261416e-09,2.21229766527e-09,1.2308184776e-09,1.60334901415e-09,1.54039466738e-09
2314,1.53638866292e-09,1.42133843811e-09,1.59906387764e-09,1.50189220525e-09,1.43005517267e-09,4.2847243062e-09,1.75595205794e-09,1.38755650787e-09,1.51391044059e-09,1.77477877516e-09,1.81539666061e-09,1.3371680062e-09,1.51798520992e-09,1.46316892154e-09,2.08686939002e-09,1.32100476484e-09,1.47975662643e-09,1.44695210797e-09,1.82678291269e-09,1.74532155975e-09,1.64586416713e-09,1.50037733966e-09,2.27642678253e-09,1.26286322498e-09,1.64565221616e-09,1.54636518308e-09
2315,1.61529623779e-09,1.49204141562e-09,1.68955450841e-09,1.57947190938e-09,1.49998933e-09,4.60620844211e-09,1.85179851931e-09,1.4643285164e-09,1.58934810007e-09,1.85538989493e-09,1.91236529855e-09,1.40350742048e-09,1.59930295673e-09,1.53886210254e-09,2.21485482107e-09,1.38550303465e-09,1.55108601277e-09,1.52588859606e-09,1.93089856579e-09,1.84521919454e-09,1.72838414888e-09,1.57501873373e-09,2.41494441937e-09,1.33237923265e-09,1.73552785876e-09,1.60313779465e-09
2316,1.53468067523e-09,1.37973374278e-09,1.55634252058e-09,1.45397440588e-09,1.38863161697e-09,4.07775424067e-09,1.69364081607e-09,1.31017476134e-09,1.46795562055e-09,1.73395169068e-09,1.75465162364e-09,1.29737996993e-09,1.48173020474e-09,1.41577856312e-09,2.0058496921e-09,1.27839106321e-09,1.43833647284e-09,1.3977942649e-09,1.77265683802e-09,1.67431372814e-09,1.58986934576e-09,1.46587044991e-09,2.18415046485e-09,1.22685152175e-09,1.59074802682e-09,1.55323701058e-09
2317,1.51925841823e-09,1.4005722945e-09,1.57021617575e-09,1.47654057954e-09,1.40617632209e-09,4.15075064146e-09,1.72234052095e-09,1.3317516434e-09,1.48876564661e-09,1.75422197697e-09,1.77991659051e-09,1.3174927965e-09,1.49339596823e-09,1.43581560111e-09,2.04115529302e-09,1.29777345134e-09,1.45987088802e-09,1.41953488445e-09,1.79342519874e-09,1.70602727393e-09,1.61125747954e-09,1.47769190445e-09,2.22019913632e-09,1.23814067773e-09,1.61438453419e-09,1.5496932472e-09
2318,1.54459184222e-09,1.43348845989e-09,1.61084525525e-09,1.51303794639e-09,1.43909897696e-09,4.28630989433e-09,1.76766104367e-09,1.36454180068e-09,1.52397025061e-09,1.7913806921e-09,1.82384078987e-09,1.34908865724e-09,1.52775256901e-09,1.47071344758e-09,2.09822276392e-09,1.32844866071e-09,1.49354871819e-09,1.45645335495e-09,1.84134345738e-09,1.75760981647e-09,1.64877264749e-09,1.51033551449e-09,2.28396112174e-09,1.27013963126e-09,1.65643789747e-09,1.55534699494e-09
2319,1.62244402723e-09,1.50395742098e-09,1.70110383679e-09,1.59060746073e-09,1.50839226763e-09,4.60447302635e-09,1.86350684857e-09,1.43497375178e-09,1.59882519295e-09,1.87181800862e-09,1.91967409536e-09,1.41542693794e-09,1.60868698979e-09,1.54423496652e-09,2.22560418749e-09,1.39288015552e-09,1.56410120736e-09,1.53511899877e-09,1.94532670523e-09,1.85749730933e-09,1.7286792698e-09,1.58447312114e-09,2.42186372306e-09,1.33947906665e-09,1.74575713352e-09,1.61138893456e-09
2320,1.49697575166e-09,1.37229463666e-09,1.46832219146e-09,1.44857603005e-09,1.37634466022e-09,4.08799085404e-09,1.68791239421e-09,1.33212521517e-09,1.462573631e-09,1.7228542602e-09,1.75070873748e-09,1.29097622591e-09,1.45670975234e-09,1.41150090186e-09,2.00141349895e-09,1.27463244846e-09,1.42839806722e-09,1.39265151282e-09,1.76391547463e-09,1.66809464275e-09,1.58919798624e-09,1.45089934662e-09,2.18359820091e-09,1.2191438864e-09,1.58525627467e-09,1.51028805091e-09
2321,1.46156681048e-09,1.39325612108e-09,1.4690328968e-09,1.47115806393e-09,1.39073164492e-09,4.16406479531e-09,1.71661091243e-09,1.35692674408e-09,1.48367171622e-09,1.74311514944e-09,1.77698342864e-09,1.31108556532e-09,1.46363083683e-09,1.43257851126e-09,2.03734071925e-09,1.29401584819e-09,1.45027009427e-09,1.41420610673e-09,1.78474437033e-09,1.6998080485e-09,1.61138826416e-09,1.45800756754e-09,2.21988946186e-09,1.22666395143e-09,1.60934202797e-09,1.49607413782e-09
2322,1.47724875393e-09,1.42626543844e-09,1.50337503484e-09,1.50765879572e-09,1.4231896304e-09,4.30203090505e-09,1.76193234188e-09,1.39218132678e-09,1.51912370968e-09,1.7802710911e-09,1.82121793853e-09,1.34267867975e-09,1.49400640451e-09,1.46835216007e-09,2.09479723041e-09,1.32469116963e-09,1.4842597731e-09,1.45104870598e-09,1.83271018029e-09,1.75139092549e-09,1.64970766866e-09,1.48764236619e-09,2.2840091009e-09,1.2568282235e-09,1.65164301897e-09,1.49496000753e-09
2323,1.54704158654e-09,1.49696602552e-09,1.58295180586e-09,1.58523482952e-09,1.49193073205e-09,4.62349516234e-09,1.85777764969e-09,1.46895193869e-09,1.59455823611e-09,1.86087886164e-09,1.91818740612e-09,1.40901439529e-09,1.57124530992e-09,1.54401863887e-09,2.22276134512e-09,1.38914439812e-09,1.55558218125e-09,1.52974818536e-09,1.9368210121e-09,1.85127685007e-09,1.73193069677e-09,1.55948834819e-09,2.42252187379e-09,1.32482552971e-09,1.74151591374e-09,1.53902394782e-09
2324,1.50373343743e-09,1.38466801961e-09,1.47964554469e-09,1.45974998368e-09,1.38552878258e-09,4.09518247072e-09,1.69962757852e-09,1.31479944373e-09,1.47317784791e-09,1.73947166754e-09,1.76049689125e-09,1.30289718091e-09,1.4661655308e-09,1.42111765581e-09,2.01382032641e-09,1.28213408094e-09,1.4428431504e-09,1.40237138036e-09,1.77868048323e-09,1.68037178515e-09,1.59446100468e-09,1.46065541702e-09,2.19177149515e-09,1.22611053411e-09,1.59674674056e-09,1.5195154093e-09
2325,1.469501233e-09,1.40550171063e-09,1.4804556804e-09,1.48231014853e-09,1.39996574869e-09,4.16806087275e-09,1.72832342498e-09,1.3363755634e-09,1.49397735349e-09,1.75972089882e-09,1.78574359424e-09,1.32300668195e-09,1.47333392529e-09,1.44100893599e-09,2.04909944651e-09,1.30148396854e-09,1.46437499122e-09,1.42381834209e-09,1.79936361295e-09,1.71208546736e-09,1.61531758732e-09,1.46802941992e-09,2.22779100266e-09,1.23389686343e-09,1.62036457986e-09,1.50515105482e-09
2326,1.48491930376e-09,1.43841496635e-09,1.51472789196e-09,1.51880316842e-09,1.43217003787e-09,4.30354235379e-09,1.77364132761e-09,1.36916461588e-09,1.52917976064e-09,1.79687431639e-09,1.82966256044e-09,1.35459886797e-09,1.50362377202e-09,1.47589510033e-09,2.10614259937e-09,1.33213322485e-09,1.49805171905e-09,1.46054171689e-09,1.84726895848e-09,1.76367918221e-09,1.65260801449e-09,1.49750457034e-09,2.29154522991e-09,1.26404928036e-09,1.66241567325e-09,1.50363370719e-09
2327,1.55364008553e-09,1.50888152817e-09,1.5940804227e-09,1.59637163919e-09,1.50027176021e-09,4.6216974062e-09,1.86948597894e-09,1.43959638237e-09,1.60403286337e-09,1.87730830739e-09,1.92549545898e-09,1.42093457644e-09,1.5804839779e-09,1.54939161298e-09,2.23350693866e-09,1.39652080647e-09,1.56859967032e-09,1.53897307991e-09,1.95125057396e-09,1.86355666073e-09,1.73221845424e-09,1.56884719257e-09,2.42944336348e-09,1.33187327269e-09,1.75173517569e-09,1.54685394978e-09
